trajectory_id,initial_soc,initial_polarization_1_v,initial_polarization_2_v,split
global_125,0.7935390625000001,0.038148148148148146,0.06024,validation
global_126,0.10273046875000001,0.06814814814814814,0.09024,train
global_127,0.45223046875000006,0.018148148148148146,0.12024000000000001,train
global_128,0.27748046875,0.048148148148148134,0.00624,validation
global_129,0.62698046875,0.07814814814814813,0.03624,train
global_130,0.19010546875,0.028148148148148144,0.06624,test
global_131,0.53960546875,0.05814814814814814,0.09624,train
global_132,0.3648554687500001,0.08814814814814813,0.12624000000000002,train
global_133,0.71435546875,0.0025925925925925925,0.012240000000000001,train
global_134,0.14641796875000002,0.03259259259259259,0.04224,validation
global_135,0.49591796875000005,0.06259259259259259,0.07224,train
global_136,0.32116796875000003,0.012592592592592593,0.10224,train
global_137,0.67066796875,0.042592592592592585,0.13224,train
global_138,0.23379296875000002,0.07259259259259258,0.01824,validation
global_139,0.58329296875,0.022592592592592588,0.04824,train
global_140,0.40854296875000007,0.052592592592592594,0.07824,train
global_141,0.75804296875,0.08259259259259258,0.10824,validation
global_142,0.12457421875000001,0.005925925925925925,0.13824,validation
global_143,0.47407421875,0.035925925925925924,0.024239999999999998,train
global_144,0.29932421875000004,0.06592592592592593,0.05424,train
global_145,0.6488242187500001,0.015925925925925927,0.08424000000000001,validation
global_146,0.21194921875,0.045925925925925926,0.11424000000000001,validation
global_147,0.5614492187500001,0.07592592592592591,0.14424,train
global_148,0.38669921875,0.02592592592592592,0.00144,validation
global_149,0.73619921875,0.05592592592592592,0.03144,train
global_150,0.16826171875,0.0859259259259259,0.06144,train
global_151,0.5177617187500001,0.009259259259259259,0.09144000000000001,train
global_152,0.34301171875,0.03925925925925925,0.12144,train
global_153,0.6925117187500001,0.06925925925925926,0.0074399999999999996,train
global_154,0.25563671875000005,0.019259259259259257,0.03744,validation
global_155,0.6051367187500001,0.04925925925925925,0.06744,train
global_156,0.43038671875,0.07925925925925925,0.09744000000000001,test
global_157,0.77988671875,0.029259259259259256,0.12744000000000003,validation
global_158,0.11365234375000001,0.059259259259259255,0.013439999999999999,train
global_159,0.46315234375000003,0.08925925925925925,0.04344,test
global_160,0.28840234375,0.0007407407407407408,0.07344,test
global_161,0.63790234375,0.03074074074074074,0.10343999999999999,train
global_162,0.20102734375000003,0.060740740740740734,0.13344,train
global_163,0.55052734375,0.01074074074074074,0.01944,train
global_164,0.37577734375000005,0.04074074074074074,0.04944,train
global_165,0.7252773437500001,0.07074074074074073,0.07944000000000001,train
global_166,0.15733984375,0.020740740740740737,0.10944,train
global_167,0.50683984375,0.05074074074074074,0.13944,train
global_168,0.33208984375000006,0.08074074074074072,0.02544,train
global_169,0.68158984375,0.004074074074074074,0.055439999999999996,test
global_170,0.24471484375000002,0.03407407407407407,0.08544000000000002,train
global_171,0.59421484375,0.06407407407407407,0.11544,train
global_172,0.41946484375000004,0.014074074074074072,0.14544,validation
global_173,0.7689648437500001,0.04407407407407407,0.00264,validation
global_174,0.13549609375000002,0.07407407407407406,0.03264,train
global_175,0.4849960937500001,0.024074074074074074,0.06264,train
global_176,0.31024609375,0.054074074074074066,0.09264,train
global_177,0.65974609375,0.08407407407407405,0.12264000000000001,validation
global_178,0.22287109375000003,0.007407407407407407,0.00864,test
global_179,0.5723710937500001,0.0374074074074074,0.03864,train
global_180,0.39762109375,0.0674074074074074,0.06863999999999999,train
global_181,0.74712109375,0.017407407407407406,0.09864,train
global_182,0.17918359375,0.0474074074074074,0.12864,train
global_183,0.5286835937500001,0.0774074074074074,0.01464,train
global_184,0.35393359375,0.027407407407407408,0.044640000000000006,train
global_185,0.70343359375,0.05740740740740741,0.07464,train
global_186,0.26655859375,0.08740740740740739,0.10464,train
global_187,0.61605859375,0.0018518518518518517,0.13464,test
global_188,0.4413085937500001,0.03185185185185185,0.02064,train
global_189,0.79080859375,0.06185185185185184,0.05064,train
global_190,0.10819140625000001,0.01185185185185185,0.08064,train
global_191,0.45769140625000004,0.04185185185185185,0.11064,train
global_192,0.28294140625,0.07185185185185185,0.14064000000000002,train
global_193,0.63244140625,0.021851851851851848,0.026639999999999997,train
global_194,0.19556640625000002,0.05185185185185185,0.056639999999999996,train
global_195,0.54506640625,0.08185185185185184,0.08664000000000001,train
global_196,0.37031640625000006,0.005185185185185185,0.11664000000000001,test
global_197,0.71981640625,0.03518518518518518,0.14664000000000002,train
global_198,0.15187890625,0.06518518518518518,0.00384,train
global_199,0.50137890625,0.015185185185185184,0.033839999999999995,train
global_200,0.32662890625,0.045185185185185175,0.06384000000000001,test
global_201,0.67612890625,0.07518518518518517,0.09384,validation
global_202,0.23925390625,0.025185185185185185,0.12384,test
global_203,0.58875390625,0.055185185185185184,0.00984,train
global_204,0.41400390625000005,0.08518518518518517,0.03984,test
global_205,0.7635039062500001,0.008518518518518517,0.06984,train
global_206,0.13003515625,0.038518518518518514,0.09984000000000001,test
global_207,0.4795351562500001,0.06851851851851852,0.12984,validation
global_208,0.30478515625,0.018518518518518517,0.01584,train
global_209,0.65428515625,0.0485185185185185,0.045840000000000006,train
global_210,0.21741015625000001,0.0785185185185185,0.07584,train
global_211,0.5669101562500001,0.028518518518518516,0.10584,train
global_212,0.39216015625,0.05851851851851851,0.13584000000000002,train
global_213,0.74166015625,0.0885185185185185,0.021839999999999995,train
global_214,0.17372265625,0.0029629629629629632,0.051840000000000004,validation
global_215,0.5232226562500001,0.032962962962962965,0.08184000000000001,test
global_216,0.34847265625,0.06296296296296296,0.11184000000000001,train
global_217,0.69797265625,0.01296296296296296,0.14184000000000002,test
global_218,0.26109765625000003,0.04296296296296296,0.027839999999999997,train
global_219,0.6105976562500001,0.07296296296296295,0.057839999999999996,validation
global_220,0.43584765625,0.022962962962962963,0.08784000000000002,train
global_221,0.11911328125000001,0.08296296296296295,0.14784000000000003,train
global_222,0.46861328125,0.006296296296296296,0.005039999999999999,validation
global_223,0.29386328125000005,0.03629629629629629,0.03504,train
global_224,0.64336328125,0.0662962962962963,0.06504,test
global_225,0.20648828125000002,0.016296296296296295,0.09504,test
global_226,0.55598828125,0.046296296296296294,0.12504,train
global_227,0.38123828125000003,0.07629629629629628,0.011040000000000001,train
global_228,0.7307382812500001,0.026296296296296297,0.04104,test
global_229,0.16280078125000003,0.05629629629629629,0.07103999999999999,train
global_230,0.51230078125,0.08629629629629627,0.10104,test
global_231,0.33755078125000004,0.009629629629629629,0.13104000000000002,train
global_232,0.6870507812500001,0.039629629629629626,0.01704,test
global_233,0.25017578125,0.06962962962962962,0.047040000000000005,test
global_234,0.5996757812500001,0.019629629629629625,0.07704000000000001,train
global_235,0.42492578125,0.04962962962962962,0.10704,train
global_236,0.14095703125,0.029629629629629627,0.023039999999999998,train
global_237,0.49045703125000006,0.05962962962962962,0.05304,validation
global_238,0.31570703125,0.08962962962962961,0.08304000000000002,train
global_239,0.66520703125,0.00012345679012345677,0.11304,train
