initial_state_id,sampling_method,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,coverage_distance_standardized,assigned_split
phase6c_targeted_0025,targeted_boundary_sampling,0.11530000000000001,0.0309375,0.08666666666666666,25.416,3.8775510204081627,,phase6c_train
phase6c_targeted_0026,targeted_boundary_sampling,0.1159,0.07593749999999999,0.0011111111111111111,25.816,4.591836734693877,,phase6c_train
phase6c_targeted_0027,targeted_boundary_sampling,0.1165,0.0196875,0.031111111111111107,26.216,0.4081632653061224,,phase6c_train
phase6c_targeted_0028,targeted_boundary_sampling,0.11710000000000001,0.0646875,0.0611111111111111,26.616,1.1224489795918366,,phase6c_validation
phase6c_targeted_0029,targeted_boundary_sampling,0.1177,0.042187499999999996,0.01111111111111111,25.096,1.8367346938775508,,phase6c_train
phase6c_targeted_0030,targeted_boundary_sampling,0.11830000000000002,0.0871875,0.041111111111111105,25.496,2.5510204081632653,,phase6c_train
phase6c_targeted_0031,targeted_boundary_sampling,0.1189,0.00140625,0.07111111111111111,25.896,3.265306122448979,,phase6c_train
phase6c_targeted_0032,targeted_boundary_sampling,0.11950000000000001,0.046406249999999996,0.02111111111111111,26.296,3.979591836734693,,phase6c_train
phase6c_targeted_0033,targeted_boundary_sampling,0.12010000000000001,0.02390625,0.051111111111111114,26.696,4.693877551020408,,phase6c_train
phase6c_targeted_0034,targeted_boundary_sampling,0.1207,0.06890625,0.0811111111111111,25.176,0.510204081632653,,phase6c_train
phase6c_targeted_0035,targeted_boundary_sampling,0.1213,0.012656249999999999,0.0044444444444444444,25.576,1.2244897959183674,,phase6c_train
phase6c_targeted_0036,targeted_boundary_sampling,0.12190000000000001,0.05765625,0.034444444444444444,25.976,1.9387755102040816,,phase6c_train
phase6c_targeted_0037,targeted_boundary_sampling,0.12250000000000001,0.03515625,0.06444444444444444,26.376,2.6530612244897958,,phase6c_train
phase6c_targeted_0038,targeted_boundary_sampling,0.12310000000000001,0.08015625,0.014444444444444444,26.776,3.36734693877551,,phase6c_validation
phase6c_targeted_0039,targeted_boundary_sampling,0.1237,0.007031249999999999,0.04444444444444444,25.256,4.081632653061224,,phase6c_train
phase6c_targeted_0040,targeted_boundary_sampling,0.12430000000000001,0.05203125,0.07444444444444444,25.656,4.795918367346939,,phase6c_train
phase6c_targeted_0041,targeted_boundary_sampling,0.12490000000000001,0.02953125,0.024444444444444442,26.056,0.6122448979591837,,phase6c_train
phase6c_targeted_0042,targeted_boundary_sampling,0.1255,0.07453125,0.05444444444444444,26.456,1.3265306122448979,,phase6c_train
phase6c_targeted_0043,targeted_boundary_sampling,0.12610000000000002,0.01828125,0.08444444444444443,26.856,2.0408163265306123,,phase6c_train
phase6c_targeted_0044,targeted_boundary_sampling,0.1267,0.06328125,0.007777777777777777,25.336,2.7551020408163263,,phase6c_train
phase6c_targeted_0045,targeted_boundary_sampling,0.12730000000000002,0.04078125,0.03777777777777777,25.736,3.4693877551020407,,phase6c_validation
phase6c_targeted_0046,targeted_boundary_sampling,0.1279,0.08578125,0.06777777777777777,26.136,4.183673469387755,,phase6c_train
phase6c_targeted_0047,targeted_boundary_sampling,0.1285,0.00421875,0.017777777777777778,26.536,4.8979591836734695,,phase6c_train
phase6c_targeted_0048,targeted_boundary_sampling,0.12910000000000002,0.04921875,0.047777777777777766,26.936,0.014577259475218658,,phase6c_train
phase6c_targeted_0049,targeted_boundary_sampling,0.1297,0.02671875,0.07777777777777777,25.032,0.7288629737609329,,phase6c_train
phase6c_targeted_0050,targeted_boundary_sampling,0.13030000000000003,0.07171875,0.027777777777777776,25.432,1.443148688046647,,phase6c_train
phase6c_targeted_0051,targeted_boundary_sampling,0.13090000000000002,0.01546875,0.057777777777777775,25.832,2.1574344023323615,,phase6c_validation
phase6c_targeted_0052,targeted_boundary_sampling,0.1315,0.060468749999999995,0.08777777777777776,26.232,2.8717201166180755,,phase6c_train
phase6c_targeted_0053,targeted_boundary_sampling,0.1321,0.037968749999999996,0.0022222222222222222,26.632,3.5860058309037894,,phase6c_validation
phase6c_targeted_0054,targeted_boundary_sampling,0.1327,0.08296875,0.03222222222222222,25.112,4.300291545189504,,phase6c_train
phase6c_targeted_0055,targeted_boundary_sampling,0.1333,0.00984375,0.062222222222222213,25.512,0.11661807580174927,,phase6c_train
phase6c_targeted_0056,targeted_boundary_sampling,0.13390000000000002,0.05484375,0.012222222222222221,25.912,0.8309037900874634,,phase6c_train
phase6c_targeted_0057,targeted_boundary_sampling,0.1345,0.03234375,0.04222222222222222,26.312,1.5451895043731778,,phase6c_validation
phase6c_targeted_0058,targeted_boundary_sampling,0.1351,0.07734375,0.07222222222222222,26.712,2.259475218658892,,phase6c_train
phase6c_targeted_0059,targeted_boundary_sampling,0.13570000000000002,0.021093749999999998,0.02222222222222222,25.192,2.9737609329446064,,phase6c_train
phase6c_targeted_0060,targeted_boundary_sampling,0.1363,0.06609374999999999,0.052222222222222225,25.592,3.6880466472303204,,phase6c_train
phase6c_targeted_0061,targeted_boundary_sampling,0.13690000000000002,0.04359375,0.08222222222222221,25.992,4.402332361516034,,phase6c_train
phase6c_targeted_0062,targeted_boundary_sampling,0.1375,0.08859375,0.005555555555555555,26.392,0.21865889212827988,,phase6c_train
phase6c_targeted_0063,targeted_boundary_sampling,0.1381,0.000703125,0.035555555555555556,26.792,0.932944606413994,,phase6c_validation
phase6c_targeted_0064,targeted_boundary_sampling,0.13870000000000002,0.045703125,0.06555555555555556,25.272,1.6472303206997083,,phase6c_train
phase6c_targeted_0065,targeted_boundary_sampling,0.1393,0.023203124999999998,0.015555555555555553,25.672,2.3615160349854225,,phase6c_train
phase6c_targeted_0066,targeted_boundary_sampling,0.13990000000000002,0.068203125,0.04555555555555556,26.072,3.075801749271137,,phase6c_train
phase6c_targeted_0067,targeted_boundary_sampling,0.1405,0.011953125,0.07555555555555554,26.472,3.790087463556851,,phase6c_train
phase6c_targeted_0068,targeted_boundary_sampling,0.1411,0.056953125,0.025555555555555554,26.872,4.504373177842566,,phase6c_train
phase6c_targeted_0069,targeted_boundary_sampling,0.14170000000000002,0.034453125,0.05555555555555555,25.352,0.3206997084548105,,phase6c_validation
phase6c_targeted_0070,targeted_boundary_sampling,0.1423,0.079453125,0.08555555555555554,25.752,1.0349854227405246,,phase6c_train
phase6c_targeted_0071,targeted_boundary_sampling,0.1429,0.0063281249999999995,0.008888888888888889,26.152,1.749271137026239,,phase6c_train
phase6c_targeted_0072,targeted_boundary_sampling,0.14350000000000002,0.051328124999999995,0.03888888888888888,26.552,2.463556851311953,,phase6c_train
phase6c_targeted_0073,targeted_boundary_sampling,0.1441,0.028828125,0.06888888888888889,26.952,3.1778425655976674,,phase6c_train
phase6c_targeted_0074,targeted_boundary_sampling,0.1447,0.073828125,0.018888888888888886,25.048,3.892128279883381,,phase6c_train
phase6c_targeted_0075,targeted_boundary_sampling,0.1453,0.017578125,0.048888888888888885,25.448,4.606413994169095,,phase6c_train
phase6c_targeted_0076,targeted_boundary_sampling,0.1459,0.062578125,0.07888888888888888,25.848,0.42274052478134105,,phase6c_train
phase6c_targeted_0077,targeted_boundary_sampling,0.14650000000000002,0.040078125,0.028888888888888888,26.248,1.1370262390670551,,phase6c_train
phase6c_targeted_0078,targeted_boundary_sampling,0.1471,0.08507812499999999,0.058888888888888886,26.648,1.8513119533527695,,phase6c_validation
phase6c_targeted_0079,targeted_boundary_sampling,0.1477,0.0035156249999999997,0.08888888888888888,25.128,2.565597667638484,,phase6c_train
phase6c_targeted_0080,targeted_boundary_sampling,0.14830000000000002,0.048515625,0.0003703703703703703,25.528,3.279883381924198,,phase6c_train
phase6c_targeted_0081,targeted_boundary_sampling,0.1489,0.026015625,0.030370370370370367,25.928,3.994169096209912,,phase6c_train
phase6c_targeted_0082,targeted_boundary_sampling,0.14950000000000002,0.071015625,0.060370370370370366,26.328,4.708454810495627,,phase6c_train
phase6c_targeted_0083,targeted_boundary_sampling,0.1501,0.014765625,0.010370370370370368,26.728,0.5247813411078717,,phase6c_validation
phase6c_targeted_0084,targeted_boundary_sampling,0.1507,0.059765624999999996,0.04037037037037036,25.208,1.2390670553935859,,phase6c_train
phase6c_targeted_0085,targeted_boundary_sampling,0.15130000000000002,0.037265625,0.07037037037037036,25.608,1.9533527696793,,phase6c_train
phase6c_targeted_0086,targeted_boundary_sampling,0.1519,0.082265625,0.02037037037037037,26.008,2.667638483965014,,phase6c_train
phase6c_targeted_0087,targeted_boundary_sampling,0.15250000000000002,0.009140625,0.05037037037037037,26.408,3.3819241982507284,,phase6c_train
phase6c_targeted_0088,targeted_boundary_sampling,0.1531,0.054140625,0.08037037037037036,26.808,4.096209912536443,,phase6c_validation
phase6c_targeted_0089,targeted_boundary_sampling,0.1537,0.031640625,0.0037037037037037034,25.288,4.810495626822157,,phase6c_train
phase6c_targeted_0090,targeted_boundary_sampling,0.15430000000000002,0.076640625,0.0337037037037037,25.688,0.6268221574344023,,phase6c_train
phase6c_targeted_0091,targeted_boundary_sampling,0.1549,0.020390625,0.0637037037037037,26.088,1.3411078717201164,,phase6c_train
phase6c_targeted_0092,targeted_boundary_sampling,0.15550000000000003,0.065390625,0.013703703703703704,26.488,2.055393586005831,,phase6c_train
phase6c_targeted_0093,targeted_boundary_sampling,0.15610000000000002,0.042890625,0.043703703703703696,26.888,2.769679300291545,,phase6c_train
phase6c_targeted_0094,targeted_boundary_sampling,0.1567,0.087890625,0.07370370370370369,25.368,3.4839650145772594,,phase6c_train
phase6c_targeted_0095,targeted_boundary_sampling,0.15730000000000002,0.002109375,0.0237037037037037,25.768,4.198250728862973,,phase6c_train
phase6c_targeted_0096,targeted_boundary_sampling,0.1579,0.047109374999999995,0.0537037037037037,26.168,4.912536443148688,,phase6c_train
phase6c_targeted_0097,targeted_boundary_sampling,0.15850000000000003,0.024609375,0.08370370370370368,26.568,0.029154518950437316,,phase6c_train
phase6c_targeted_0098,targeted_boundary_sampling,0.15910000000000002,0.069609375,0.007037037037037036,26.968,0.7434402332361516,,phase6c_train
phase6c_targeted_0099,targeted_boundary_sampling,0.1597,0.013359375,0.037037037037037035,25.064,1.4577259475218658,,phase6c_train
phase6c_targeted_0100,targeted_boundary_sampling,0.16030000000000003,0.058359375,0.06703703703703703,25.464,2.1720116618075798,,phase6c_train
phase6c_targeted_0101,targeted_boundary_sampling,0.16090000000000002,0.035859375,0.017037037037037035,25.864,2.886297376093294,,phase6c_train
phase6c_targeted_0102,targeted_boundary_sampling,0.1615,0.080859375,0.04703703703703703,26.264,3.600583090379008,,phase6c_train
phase6c_targeted_0103,targeted_boundary_sampling,0.16210000000000002,0.007734375,0.07703703703703703,26.664,4.314868804664723,,phase6c_train
phase6c_targeted_0104,targeted_boundary_sampling,0.1627,0.052734375,0.027037037037037033,25.144,0.13119533527696792,,phase6c_train
phase6c_targeted_0105,targeted_boundary_sampling,0.1633,0.030234374999999997,0.05703703703703703,25.544,0.8454810495626821,,phase6c_train
phase6c_targeted_0106,targeted_boundary_sampling,0.16390000000000002,0.07523437499999999,0.08703703703703702,25.944,1.5597667638483963,,phase6c_train
phase6c_targeted_0107,targeted_boundary_sampling,0.1645,0.018984374999999998,0.0014814814814814812,26.344,2.2740524781341107,,phase6c_validation
phase6c_targeted_0108,targeted_boundary_sampling,0.16510000000000002,0.063984375,0.03148148148148148,26.744,2.9883381924198247,,phase6c_train
phase6c_targeted_0109,targeted_boundary_sampling,0.16570000000000001,0.041484375,0.06148148148148147,25.224,3.702623906705539,,phase6c_train
phase6c_targeted_0110,targeted_boundary_sampling,0.1663,0.086484375,0.011481481481481481,25.624,4.4169096209912535,,phase6c_train
phase6c_targeted_0111,targeted_boundary_sampling,0.16690000000000002,0.004921875,0.04148148148148147,26.024,0.23323615160349853,,phase6c_train
phase6c_targeted_0112,targeted_boundary_sampling,0.16750000000000004,0.049921875,0.07148148148148148,26.424,0.9475218658892127,,phase6c_train
phase6c_targeted_0113,targeted_boundary_sampling,0.16810000000000003,0.027421875,0.02148148148148148,26.824,1.6618075801749268,,phase6c_validation
phase6c_targeted_0114,targeted_boundary_sampling,0.16870000000000002,0.072421875,0.05148148148148148,25.304,2.376093294460641,,phase6c_validation
phase6c_targeted_0115,targeted_boundary_sampling,0.1693,0.016171875,0.08148148148148147,25.704,3.0903790087463556,,phase6c_train
phase6c_targeted_0116,targeted_boundary_sampling,0.16990000000000002,0.061171875,0.004814814814814814,26.104,3.8046647230320696,,phase6c_train
phase6c_targeted_0117,targeted_boundary_sampling,0.1705,0.038671875,0.03481481481481481,26.504,4.518950437317784,,phase6c_train
phase6c_targeted_0118,targeted_boundary_sampling,0.17110000000000003,0.08367187499999999,0.06481481481481481,26.904,0.33527696793002915,,phase6c_train
phase6c_targeted_0119,targeted_boundary_sampling,0.17170000000000002,0.010546874999999999,0.014814814814814814,25.384,1.0495626822157436,,phase6c_train
phase6c_targeted_0120,targeted_boundary_sampling,0.1723,0.055546874999999996,0.04481481481481481,25.784,1.7638483965014575,,phase6c_validation
phase6c_targeted_0121,targeted_boundary_sampling,0.1729,0.033046874999999996,0.0748148148148148,26.184,2.4781341107871717,,phase6c_train
phase6c_targeted_0122,targeted_boundary_sampling,0.17350000000000002,0.078046875,0.02481481481481481,26.584,3.1924198250728857,,phase6c_train
phase6c_targeted_0123,targeted_boundary_sampling,0.17410000000000003,0.021796875,0.054814814814814816,26.984,3.9067055393585997,,phase6c_train
phase6c_targeted_0124,targeted_boundary_sampling,0.17470000000000002,0.06679687499999999,0.0848148148148148,25.0032,4.6209912536443145,,phase6c_train
phase6c_targeted_0125,targeted_boundary_sampling,0.1753,0.044296875,0.008148148148148147,25.4032,0.43731778425655976,,phase6c_validation
phase6c_targeted_0126,targeted_boundary_sampling,0.1759,0.089296875,0.038148148148148146,25.8032,1.1516034985422738,,phase6c_train
phase6c_targeted_0127,targeted_boundary_sampling,0.17650000000000002,0.0003515625,0.06814814814814814,26.2032,1.865889212827988,,phase6c_train
phase6c_targeted_0128,targeted_boundary_sampling,0.17710000000000004,0.0453515625,0.018148148148148146,26.6032,2.5801749271137027,,phase6c_train
phase6c_targeted_0129,targeted_boundary_sampling,0.17770000000000002,0.0228515625,0.048148148148148134,25.0832,3.2944606413994166,,phase6c_train
phase6c_targeted_0130,targeted_boundary_sampling,0.17830000000000001,0.0678515625,0.07814814814814813,25.4832,4.008746355685131,,phase6c_train
phase6c_targeted_0131,targeted_boundary_sampling,0.1789,0.011601562499999999,0.028148148148148144,25.8832,4.723032069970845,,phase6c_train
phase6c_targeted_0132,targeted_boundary_sampling,0.17950000000000002,0.0566015625,0.05814814814814814,26.2832,0.5393586005830904,,phase6c_validation
phase6c_targeted_0133,targeted_boundary_sampling,0.18010000000000004,0.0341015625,0.08814814814814813,26.6832,1.2536443148688046,,phase6c_validation
phase6c_targeted_0134,targeted_boundary_sampling,0.18070000000000003,0.0791015625,0.002592592592592592,25.1632,1.9679300291545188,,phase6c_validation
phase6c_targeted_0135,targeted_boundary_sampling,0.18130000000000002,0.0059765625,0.03259259259259259,25.5632,2.6822157434402327,,phase6c_train
phase6c_targeted_0136,targeted_boundary_sampling,0.1819,0.050976562499999996,0.06259259259259259,25.9632,3.396501457725947,,phase6c_train
phase6c_targeted_0137,targeted_boundary_sampling,0.18250000000000002,0.0284765625,0.012592592592592593,26.3632,4.110787172011661,,phase6c_validation
phase6c_targeted_0138,targeted_boundary_sampling,0.18310000000000004,0.0734765625,0.042592592592592585,26.7632,4.8250728862973755,,phase6c_train
phase6c_targeted_0139,targeted_boundary_sampling,0.18370000000000003,0.0172265625,0.07259259259259258,25.2432,0.641399416909621,,phase6c_train
phase6c_targeted_0140,targeted_boundary_sampling,0.18430000000000002,0.0622265625,0.022592592592592588,25.6432,1.3556851311953348,,phase6c_train
phase6c_targeted_0141,targeted_boundary_sampling,0.1849,0.0397265625,0.052592592592592594,26.0432,2.0699708454810493,,phase6c_train
phase6c_targeted_0142,targeted_boundary_sampling,0.1855,0.08472656249999999,0.08259259259259258,26.4432,2.7842565597667637,,phase6c_train
phase6c_targeted_0143,targeted_boundary_sampling,0.18610000000000002,0.0031640624999999998,0.005925925925925925,26.8432,3.498542274052478,,phase6c_train
phase6c_targeted_0144,targeted_boundary_sampling,0.18670000000000003,0.0481640625,0.035925925925925924,25.3232,4.212827988338192,,phase6c_train
phase6c_targeted_0145,targeted_boundary_sampling,0.18730000000000002,0.025664062499999998,0.06592592592592593,25.7232,4.927113702623906,,phase6c_train
phase6c_targeted_0146,targeted_boundary_sampling,0.1879,0.0706640625,0.015925925925925927,26.1232,0.04373177842565598,,phase6c_validation
phase6c_targeted_0147,targeted_boundary_sampling,0.1885,0.0144140625,0.045925925925925926,26.5232,0.7580174927113702,,phase6c_train
phase6c_targeted_0148,targeted_boundary_sampling,0.18910000000000002,0.059414062499999996,0.07592592592592591,26.9232,1.4723032069970845,,phase6c_train
phase6c_targeted_0149,targeted_boundary_sampling,0.18970000000000004,0.0369140625,0.02592592592592592,25.0192,2.186588921282799,,phase6c_validation
phase6c_targeted_0150,targeted_boundary_sampling,0.19030000000000002,0.0819140625,0.05592592592592592,25.4192,2.900874635568513,,phase6c_validation
phase6c_targeted_0151,targeted_boundary_sampling,0.19090000000000001,0.0087890625,0.0859259259259259,25.8192,3.615160349854227,,phase6c_train
phase6c_targeted_0152,targeted_boundary_sampling,0.1915,0.0537890625,0.009259259259259259,26.2192,4.329446064139941,,phase6c_train
phase6c_targeted_0153,targeted_boundary_sampling,0.19210000000000002,0.0312890625,0.03925925925925925,26.6192,0.14577259475218657,,phase6c_train
phase6c_targeted_0154,targeted_boundary_sampling,0.19270000000000004,0.07628906249999999,0.06925925925925926,25.0992,0.8600583090379008,,phase6c_validation
phase6c_targeted_0155,targeted_boundary_sampling,0.19330000000000003,0.0200390625,0.019259259259259257,25.4992,1.5743440233236152,,phase6c_train
phase6c_targeted_0156,targeted_boundary_sampling,0.19390000000000002,0.0650390625,0.04925925925925925,25.8992,2.2886297376093294,,phase6c_train
phase6c_targeted_0157,targeted_boundary_sampling,0.1945,0.042539062499999995,0.07925925925925925,26.2992,3.0029154518950434,,phase6c_train
phase6c_targeted_0158,targeted_boundary_sampling,0.19510000000000002,0.0875390625,0.029259259259259256,26.6992,3.7172011661807574,,phase6c_train
phase6c_targeted_0159,targeted_boundary_sampling,0.19570000000000004,0.0017578124999999998,0.059259259259259255,25.1792,4.431486880466472,,phase6c_train
phase6c_targeted_0160,targeted_boundary_sampling,0.19630000000000003,0.046757812499999996,0.08925925925925925,25.5792,0.24781341107871718,,phase6c_train
phase6c_targeted_0161,targeted_boundary_sampling,0.19690000000000002,0.0242578125,0.0007407407407407406,25.9792,0.9620991253644313,,phase6c_train
phase6c_targeted_0162,targeted_boundary_sampling,0.1975,0.0692578125,0.03074074074074074,26.3792,1.6763848396501457,,phase6c_train
phase6c_targeted_0163,targeted_boundary_sampling,0.19810000000000003,0.0130078125,0.060740740740740734,26.7792,2.39067055393586,,phase6c_train
phase6c_targeted_0164,targeted_boundary_sampling,0.19870000000000004,0.0580078125,0.01074074074074074,25.2592,3.1049562682215743,,phase6c_train
phase6c_targeted_0165,targeted_boundary_sampling,0.19930000000000003,0.0355078125,0.04074074074074074,25.6592,3.8192419825072883,,phase6c_validation
phase6c_targeted_0166,targeted_boundary_sampling,0.19990000000000002,0.0805078125,0.07074074074074073,26.0592,4.533527696793003,,phase6c_train
phase6c_targeted_0167,targeted_boundary_sampling,0.2005,0.0073828125,0.020740740740740737,26.4592,0.34985422740524785,,phase6c_train
phase6c_targeted_0168,targeted_boundary_sampling,0.20110000000000003,0.0523828125,0.05074074074074074,26.8592,1.064139941690962,,phase6c_train
phase6c_targeted_0169,targeted_boundary_sampling,0.20170000000000005,0.029882812499999998,0.08074074074074072,25.3392,1.7784256559766765,,phase6c_train
phase6c_targeted_0170,targeted_boundary_sampling,0.20230000000000004,0.07488281249999999,0.004074074074074074,25.7392,2.492711370262391,,phase6c_train
phase6c_targeted_0171,targeted_boundary_sampling,0.20290000000000002,0.0186328125,0.03407407407407407,26.1392,3.2069970845481044,,phase6c_validation
phase6c_targeted_0172,targeted_boundary_sampling,0.20350000000000001,0.0636328125,0.06407407407407407,26.5392,3.9212827988338184,,phase6c_train
phase6c_targeted_0173,targeted_boundary_sampling,0.2041,0.0411328125,0.014074074074074072,26.9392,4.635568513119533,,phase6c_validation
phase6c_targeted_0174,targeted_boundary_sampling,0.20470000000000002,0.0861328125,0.04407407407407407,25.0352,0.4518950437317784,,phase6c_validation
phase6c_targeted_0175,targeted_boundary_sampling,0.2053,0.0045703125,0.07407407407407406,25.435200000000002,1.1661807580174925,,phase6c_train
phase6c_targeted_0176,targeted_boundary_sampling,0.20590000000000003,0.0495703125,0.024074074074074074,25.8352,1.880466472303207,,phase6c_train
phase6c_targeted_0177,targeted_boundary_sampling,0.20650000000000002,0.0270703125,0.054074074074074066,26.2352,2.594752186588921,,phase6c_train
phase6c_targeted_0178,targeted_boundary_sampling,0.2071,0.0720703125,0.08407407407407405,26.6352,3.3090379008746353,,phase6c_train
phase6c_targeted_0179,targeted_boundary_sampling,0.20770000000000002,0.0158203125,0.007407407407407407,25.1152,4.023323615160349,,phase6c_train
phase6c_targeted_0180,targeted_boundary_sampling,0.2083,0.0608203125,0.0374074074074074,25.5152,4.737609329446063,,phase6c_train
phase6c_targeted_0181,targeted_boundary_sampling,0.20890000000000003,0.0383203125,0.0674074074074074,25.9152,0.553935860058309,,phase6c_train
phase6c_targeted_0182,targeted_boundary_sampling,0.20950000000000002,0.0833203125,0.017407407407407406,26.3152,1.2682215743440235,,phase6c_train
phase6c_targeted_0183,targeted_boundary_sampling,0.2101,0.0101953125,0.0474074074074074,26.7152,1.9825072886297377,,phase6c_train
phase6c_targeted_0184,targeted_boundary_sampling,0.21070000000000003,0.055195312499999996,0.0774074074074074,25.1952,2.6967930029154514,,phase6c_train
phase6c_targeted_0185,targeted_boundary_sampling,0.21130000000000002,0.0326953125,0.027407407407407408,25.5952,3.411078717201166,,phase6c_train
phase6c_targeted_0186,targeted_boundary_sampling,0.21190000000000003,0.0776953125,0.05740740740740741,25.9952,4.125364431486879,,phase6c_train
phase6c_targeted_0187,targeted_boundary_sampling,0.21250000000000002,0.0214453125,0.08740740740740739,26.3952,4.839650145772595,,phase6c_train
phase6c_targeted_0188,targeted_boundary_sampling,0.2131,0.06644531249999999,0.0018518518518518515,26.7952,0.6559766763848396,,phase6c_train
phase6c_targeted_0189,targeted_boundary_sampling,0.21370000000000003,0.0439453125,0.03185185185185185,25.2752,1.3702623906705538,,phase6c_train
phase6c_targeted_0190,targeted_boundary_sampling,0.21430000000000002,0.0889453125,0.06185185185185184,25.6752,2.0845481049562684,,phase6c_train
phase6c_targeted_0191,targeted_boundary_sampling,0.21490000000000004,0.0010546875,0.01185185185185185,26.0752,2.798833819241982,,phase6c_train
phase6c_targeted_0192,targeted_boundary_sampling,0.21550000000000002,0.0460546875,0.04185185185185185,26.4752,3.5131195335276963,,phase6c_train
phase6c_targeted_0193,targeted_boundary_sampling,0.21610000000000001,0.023554687499999998,0.07185185185185185,26.8752,4.227405247813411,,phase6c_validation
phase6c_targeted_0194,targeted_boundary_sampling,0.21670000000000003,0.0685546875,0.021851851851851848,25.3552,4.941690962099125,,phase6c_train
phase6c_targeted_0195,targeted_boundary_sampling,0.21730000000000002,0.0123046875,0.05185185185185185,25.7552,0.05830903790087463,,phase6c_train
phase6c_targeted_0196,targeted_boundary_sampling,0.21790000000000004,0.0573046875,0.08185185185185184,26.1552,0.7725947521865889,,phase6c_train
phase6c_targeted_0197,targeted_boundary_sampling,0.21850000000000003,0.0348046875,0.005185185185185184,26.5552,1.4868804664723032,,phase6c_train
phase6c_targeted_0198,targeted_boundary_sampling,0.21910000000000002,0.0798046875,0.03518518518518518,26.9552,2.201166180758017,,phase6c_train
phase6c_targeted_0199,targeted_boundary_sampling,0.21970000000000003,0.0066796875,0.06518518518518518,25.0512,2.9154518950437316,,phase6c_train
phase6c_targeted_0200,targeted_boundary_sampling,0.22030000000000002,0.051679687499999995,0.015185185185185184,25.4512,3.629737609329445,,phase6c_train
phase6c_targeted_0201,targeted_boundary_sampling,0.22090000000000004,0.0291796875,0.045185185185185175,25.8512,4.3440233236151595,,phase6c_train
