trajectory_id,initial_soc,initial_polarization_v,split
level1_059,0.26114583333333335,0.01875,train
level1_060,0.26385416666666667,0.058750000000000004,train
level1_061,0.26656250000000004,0.03875,train
level1_062,0.26927083333333335,0.07875,train
level1_063,0.27197916666666666,0.000625,train
level1_064,0.2746875,0.040625,train
level1_065,0.27739583333333334,0.020625,train
level1_066,0.2801041666666667,0.060625,validation
level1_067,0.2828125,0.010625,train
level1_068,0.28552083333333333,0.050625,test
level1_069,0.2882291666666667,0.030625,test
level1_070,0.2909375,0.07062500000000001,train
level1_071,0.2936458333333334,0.005625,test
level1_072,0.2963541666666667,0.045625,train
level1_073,0.2990625,0.025625000000000002,train
level1_074,0.3017708333333333,0.065625,train
level1_075,0.30447916666666663,0.015625,train
level1_076,0.3071875,0.055625,train
level1_077,0.30989583333333337,0.035625000000000004,train
level1_078,0.3126041666666667,0.075625,test
level1_079,0.3153125,0.003125,train
level1_080,0.3180208333333333,0.043125000000000004,train
level1_081,0.3207291666666667,0.023125,validation
level1_082,0.32343750000000004,0.063125,train
level1_083,0.32614583333333336,0.013125,train
level1_084,0.32885416666666667,0.053125,train
level1_085,0.3315625,0.033125,validation
level1_086,0.33427083333333335,0.073125,validation
level1_087,0.33697916666666666,0.008125,train
level1_088,0.33968750000000003,0.048125,train
level1_089,0.34239583333333334,0.028125,validation
level1_090,0.34510416666666666,0.068125,validation
level1_091,0.34781249999999997,0.018125,train
level1_092,0.3505208333333334,0.058125,train
level1_093,0.3532291666666667,0.038125,train
level1_094,0.3559375,0.078125,train
level1_095,0.35864583333333333,0.001875,train
level1_096,0.36135416666666664,0.041875,train
level1_097,0.36406250000000007,0.021875000000000002,train
level1_098,0.3667708333333334,0.061875,train
level1_099,0.3694791666666667,0.011875,train
level1_100,0.3721875,0.051875000000000004,validation
level1_101,0.3748958333333333,0.031875,train
level1_102,0.37760416666666663,0.07187500000000001,train
level1_103,0.38031250000000005,0.006875,validation
level1_104,0.38302083333333337,0.046875,test
level1_105,0.3857291666666667,0.026875,validation
level1_106,0.3884375,0.066875,validation
level1_107,0.3911458333333334,0.016875,train
level1_108,0.3938541666666667,0.056875,train
level1_109,0.39656250000000004,0.036875,train
level1_110,0.39927083333333335,0.076875,train
level1_111,0.40197916666666667,0.004375,validation
level1_112,0.4046875,0.044375,train
level1_113,0.4073958333333333,0.024375,train
level1_114,0.4101041666666667,0.064375,train
level1_115,0.4128125,0.014375,train
level1_116,0.41552083333333334,0.054375,train
level1_117,0.41822916666666665,0.034375,test
level1_118,0.4209375000000001,0.074375,train
level1_119,0.4236458333333334,0.009375,validation
level1_120,0.4263541666666667,0.049375,test
level1_121,0.4290625,0.029375000000000002,train
level1_122,0.4317708333333333,0.069375,train
level1_123,0.43447916666666664,0.019375,train
level1_124,0.43718750000000006,0.059375000000000004,train
level1_125,0.4398958333333334,0.039375,train
level1_126,0.4426041666666667,0.079375,validation
level1_127,0.4453125,0.0003125,train
level1_128,0.4480208333333333,0.0403125,train
level1_129,0.4507291666666666,0.0203125,train
level1_130,0.45343749999999994,0.0603125,train
level1_131,0.45614583333333336,0.0103125,train
level1_132,0.4588541666666667,0.0503125,train
level1_133,0.4615625,0.0303125,train
level1_134,0.4642708333333334,0.0703125,train
level1_135,0.4669791666666667,0.0053125,test
level1_136,0.46968750000000004,0.0453125,validation
level1_137,0.47239583333333335,0.0253125,train
level1_138,0.47510416666666666,0.0653125,train
level1_139,0.4778125000000001,0.0153125,train
level1_140,0.4805208333333334,0.0553125,train
level1_141,0.4832291666666667,0.035312500000000004,train
level1_142,0.4859375,0.0753125,train
level1_143,0.48864583333333333,0.0028125,train
level1_144,0.49135416666666665,0.0428125,train
level1_145,0.49406249999999996,0.0228125,train
level1_146,0.4967708333333334,0.06281250000000001,train
level1_147,0.4994791666666667,0.012812500000000001,validation
level1_148,0.5021875,0.0528125,test
level1_149,0.5048958333333333,0.0328125,train
level1_150,0.5076041666666666,0.0728125,train
level1_151,0.5103125000000001,0.0078125,train
level1_152,0.5130208333333334,0.0478125,train
level1_153,0.5157291666666667,0.0278125,test
level1_154,0.5184375,0.0678125,train
level1_155,0.5211458333333334,0.017812500000000002,train
level1_156,0.5238541666666667,0.0578125,test
level1_157,0.5265625,0.0378125,validation
level1_158,0.5292708333333334,0.0778125,test
level1_159,0.5319791666666667,0.0015625,validation
level1_160,0.5346875,0.0415625,train
level1_161,0.5373958333333334,0.021562500000000002,train
level1_162,0.5401041666666667,0.0615625,train
level1_163,0.5428125,0.0115625,validation
level1_164,0.5455208333333333,0.051562500000000004,train
level1_165,0.5482291666666667,0.0315625,train
level1_166,0.5509375,0.0715625,train
level1_167,0.5536458333333333,0.0065625,test
level1_168,0.5563541666666667,0.0465625,train
level1_169,0.5590625,0.0265625,train
level1_170,0.5617708333333333,0.0665625,train
level1_171,0.5644791666666666,0.0165625,train
level1_172,0.5671875000000001,0.0565625,train
level1_173,0.5698958333333334,0.0365625,train
level1_174,0.5726041666666667,0.0765625,train
level1_175,0.5753125,0.0040625,train
level1_176,0.5780208333333334,0.0440625,test
level1_177,0.5807291666666667,0.0240625,train
level1_178,0.5834375,0.0640625,train
level1_179,0.5861458333333334,0.0140625,train
level1_180,0.5888541666666667,0.0540625,train
level1_181,0.5915625,0.0340625,train
level1_182,0.5942708333333333,0.0740625,test
level1_183,0.5969791666666666,0.0090625,validation
level1_184,0.5996875,0.0490625,validation
level1_185,0.6023958333333334,0.0290625,train
level1_186,0.6051041666666667,0.0690625,train
level1_187,0.6078125,0.0190625,validation
level1_188,0.6105208333333333,0.059062500000000004,train
level1_189,0.6132291666666666,0.0390625,train
level1_190,0.6159374999999999,0.07906250000000001,test
level1_191,0.6186458333333333,0.0009375,test
level1_192,0.6213541666666667,0.0409375,train
level1_193,0.6240625,0.0209375,test
level1_194,0.6267708333333334,0.0609375,validation
level1_195,0.6294791666666667,0.010937500000000001,train
level1_196,0.6321875,0.050937500000000004,train
level1_197,0.6348958333333333,0.0309375,train
level1_198,0.6376041666666666,0.0709375,train
level1_199,0.6403125000000001,0.0059375,train
level1_200,0.6430208333333334,0.0459375,test
level1_201,0.6457291666666667,0.025937500000000002,train
level1_202,0.6484375,0.0659375,test
level1_203,0.6511458333333333,0.0159375,train
level1_204,0.6538541666666666,0.0559375,train
level1_205,0.6565624999999999,0.035937500000000004,train
level1_206,0.6592708333333334,0.0759375,train
level1_207,0.6619791666666667,0.0034375,train
level1_208,0.6646875,0.043437500000000004,train
level1_209,0.6673958333333333,0.0234375,train
level1_210,0.6701041666666666,0.06343750000000001,train
level1_211,0.6728125,0.0134375,train
level1_212,0.6755208333333333,0.0534375,test
level1_213,0.6782291666666667,0.0334375,train
level1_214,0.6809375,0.0734375,test
level1_215,0.6836458333333334,0.0084375,train
level1_216,0.6863541666666667,0.0484375,train
level1_217,0.6890625,0.0284375,train
level1_218,0.6917708333333333,0.0684375,validation
level1_219,0.6944791666666666,0.0184375,train
level1_220,0.6971875,0.0584375,test
level1_221,0.6998958333333334,0.0384375,train
level1_222,0.7026041666666667,0.07843750000000001,train
level1_223,0.7053125,0.0021875,validation
level1_224,0.7080208333333333,0.0421875,validation
level1_225,0.7107291666666666,0.0221875,test
level1_226,0.7134375,0.0621875,validation
level1_227,0.7161458333333333,0.0121875,train
level1_228,0.7188541666666667,0.0521875,validation
level1_229,0.7215625,0.0321875,validation
level1_230,0.7242708333333333,0.0721875,test
level1_231,0.7269791666666666,0.0071875,train
level1_232,0.7296875,0.0471875,train
level1_233,0.7323958333333334,0.0271875,validation
level1_234,0.7351041666666667,0.0671875,train
level1_235,0.7378125,0.0171875,train
level1_236,0.7405208333333334,0.0571875,train
level1_237,0.7432291666666667,0.0371875,train
level1_238,0.7459375,0.0771875,test
level1_239,0.7486458333333333,0.0046875,train
