trajectory_id,split,teacher_accepted,completed_step_count,rejection_reason
level1_189,train,True,8,
level1_190,test,True,8,
level1_191,test,True,8,
level1_192,train,True,8,
level1_193,test,True,8,
level1_194,validation,True,8,
level1_195,train,True,8,
level1_196,train,True,8,
level1_197,train,True,8,
level1_198,train,True,8,
level1_199,train,True,8,
level1_200,test,True,8,
level1_201,train,True,8,
level1_202,test,True,8,
level1_203,train,True,8,
level1_204,train,True,8,
level1_205,train,True,8,
level1_206,train,True,8,
level1_207,train,True,8,
level1_208,train,True,8,
level1_209,train,True,8,
level1_210,train,True,8,
level1_211,train,True,8,
level1_212,test,True,8,
level1_213,train,True,8,
level1_214,test,True,8,
level1_215,train,True,8,
level1_216,train,True,8,
level1_217,train,True,8,
level1_218,validation,True,8,
level1_219,train,True,8,
level1_220,test,True,8,
level1_221,train,True,8,
level1_222,train,True,8,
level1_223,validation,True,8,
level1_224,validation,True,8,
level1_225,test,True,8,
level1_226,validation,True,8,
level1_227,train,True,8,
level1_228,validation,True,8,
level1_229,validation,True,8,
level1_230,test,True,8,
level1_231,train,True,8,
level1_232,train,True,8,
level1_233,validation,True,8,
level1_234,train,True,8,
level1_235,train,True,8,
level1_236,train,True,8,
level1_237,train,True,8,
level1_238,test,True,8,
level1_239,train,True,8,
