state_id,warm_start_index,warm_start_kind,first_action_a,objective_value,optimizer_success,prediction_feasible,used_fallback,status,minimum_constraint_margin,minimum_slew_margin_a,maximum_prediction_current_step_a
level3_audit_000,13,random_13,8.064139941691002,29.302473553554663,True,True,False,Optimization terminated successfully,-3.907985046680551e-14,-3.907985046680551e-14,2.000000000000039
level3_audit_000,14,random_14,8.064139941690964,29.30247355355467,True,True,False,Optimization terminated successfully,-1.7763568394002505e-15,-1.7763568394002505e-15,2.0000000000000018
level3_audit_001,0,default,7.131195335276968,27.537798071709336,True,True,False,Optimization terminated successfully,0.0,0.0,2.0
level3_audit_001,1,constant_0.0,7.131195335276997,27.537798071709307,True,True,False,Optimization terminated successfully,-2.930988785010413e-14,-2.930988785010413e-14,2.0000000000000293
level3_audit_001,2,constant_2.5,7.131195335276918,27.53779807170938,True,True,False,Optimization terminated successfully,2.5757174171303632e-14,2.5757174171303632e-14,1.9999999999999742
level3_audit_001,3,constant_5.0,7.131195335276949,27.53779807170938,True,True,False,Optimization terminated successfully,1.4210854715202004e-14,1.4210854715202004e-14,1.9999999999999858
level3_audit_001,4,constant_7.5,7.131195335276969,27.537798071709307,True,True,False,Optimization terminated successfully,-1.7763568394002505e-15,-1.7763568394002505e-15,2.0000000000000018
level3_audit_001,5,constant_10.0,7.131195335276968,27.537798071709336,True,True,False,Optimization terminated successfully,0.0,0.0,2.0
level3_audit_001,6,ramp_up,7.131195335276855,27.53779807170946,True,True,False,Optimization terminated successfully,1.2434497875801753e-14,1.2434497875801753e-14,1.9999999999999876
level3_audit_001,7,ramp_down,7.131195335276965,27.537798071709386,True,True,False,Optimization terminated successfully,2.6645352591003757e-15,2.6645352591003757e-15,1.9999999999999973
level3_audit_001,8,alternating,7.131195335276891,27.53779807170938,True,True,False,Optimization terminated successfully,-7.105427357601002e-15,-7.105427357601002e-15,2.000000000000007
level3_audit_001,9,random_09,7.131195335276967,27.537798071709368,True,True,False,Optimization terminated successfully,8.881784197001252e-16,8.881784197001252e-16,1.9999999999999991
level3_audit_001,10,random_10,7.131195335277019,27.537798071709307,True,True,False,Optimization terminated successfully,-5.1514348342607263e-14,-5.1514348342607263e-14,2.0000000000000515
level3_audit_001,11,random_11,7.13119533527694,27.53779807170938,True,True,False,Optimization terminated successfully,0.0,0.0,2.0
level3_audit_001,12,random_12,7.131195335276968,27.537798071709336,True,True,False,Optimization terminated successfully,0.0,0.0,2.0
level3_audit_001,13,random_13,7.131195335276968,27.537798071709307,True,True,False,Optimization terminated successfully,-4.884981308350689e-14,-4.884981308350689e-14,2.000000000000049
level3_audit_001,14,random_14,7.131195335276993,27.537798071709307,True,True,False,Optimization terminated successfully,-2.4868995751603507e-14,-2.4868995751603507e-14,2.000000000000025
level3_audit_002,0,default,10.0,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968636,2.0,0.0
level3_audit_002,1,constant_0.0,9.999999999999986,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968814,1.9999999999999858,1.4210854715202004e-14
level3_audit_002,2,constant_2.5,9.999999999999986,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968814,1.9999999999999858,1.4210854715202004e-14
level3_audit_002,3,constant_5.0,10.0,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968636,2.0,0.0
level3_audit_002,4,constant_7.5,10.0,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968636,2.0,0.0
level3_audit_002,5,constant_10.0,10.0,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968636,2.0,0.0
level3_audit_002,6,ramp_up,10.0,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968636,2.0,0.0
level3_audit_002,7,ramp_down,10.0,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968636,2.0,0.0
level3_audit_002,8,alternating,10.0,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968636,1.9999999999999964,3.552713678800501e-15
level3_audit_002,9,random_09,10.0,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968636,2.0,0.0
level3_audit_002,10,random_10,10.0,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968636,2.0,0.0
level3_audit_002,11,random_11,9.999999999999986,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968814,1.9999999999999858,1.4210854715202004e-14
level3_audit_002,12,random_12,9.999999999999998,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968636,1.9999999999999982,1.7763568394002505e-15
level3_audit_002,13,random_13,9.999999999999986,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968814,1.9999999999999858,1.4210854715202004e-14
level3_audit_002,14,random_14,9.999999999999986,24.30451101557096,True,True,False,Optimization terminated successfully,0.16205093489968814,1.9999999999999858,1.4210854715202004e-14
level3_audit_003,0,default,10.0,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,2.0,0.0
level3_audit_003,1,constant_0.0,10.0,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,2.0,0.0
level3_audit_003,2,constant_2.5,10.0,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,2.0,0.0
level3_audit_003,3,constant_5.0,9.999999999999996,22.743699940803854,True,True,False,Optimization terminated successfully,0.134219847081666,1.9999999999999964,3.552713678800501e-15
level3_audit_003,4,constant_7.5,10.0,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,1.9999999999999982,1.7763568394002505e-15
level3_audit_003,5,constant_10.0,10.0,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,2.0,0.0
level3_audit_003,6,ramp_up,9.999999999999995,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,1.9999999999999947,5.329070518200751e-15
level3_audit_003,7,ramp_down,10.0,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,2.0,0.0
level3_audit_003,8,alternating,9.999999999999998,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,1.9999999999999982,1.7763568394002505e-15
level3_audit_003,9,random_09,9.999999999999995,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,1.9999999999999947,5.329070518200751e-15
level3_audit_003,10,random_10,10.0,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,2.0,0.0
level3_audit_003,11,random_11,9.999999999999995,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,1.9999999999999947,5.329070518200751e-15
level3_audit_003,12,random_12,10.0,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,2.0,0.0
level3_audit_003,13,random_13,10.0,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,2.0,0.0
level3_audit_003,14,random_14,10.0,22.743699940803854,True,True,False,Optimization terminated successfully,0.13421984708166512,2.0,0.0
level3_audit_004,0,default,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,2.0,0.0
level3_audit_004,1,constant_0.0,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,2.0,0.0
level3_audit_004,2,constant_2.5,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,2.0,0.0
level3_audit_004,3,constant_5.0,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,2.0,0.0
level3_audit_004,4,constant_7.5,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,1.9999999999999982,1.7763568394002505e-15
level3_audit_004,5,constant_10.0,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,2.0,0.0
level3_audit_004,6,ramp_up,9.999999999999993,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,1.999999999999993,7.105427357601002e-15
level3_audit_004,7,ramp_down,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824856,1.9999999999999893,1.0658141036401503e-14
level3_audit_004,8,alternating,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,1.9999999999999982,1.7763568394002505e-15
level3_audit_004,9,random_09,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,2.0,0.0
level3_audit_004,10,random_10,9.999999999999998,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,1.9999999999999982,1.7763568394002505e-15
level3_audit_004,11,random_11,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,2.0,0.0
level3_audit_004,12,random_12,9.999999999999984,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,1.999999999999984,1.5987211554602254e-14
level3_audit_004,13,random_13,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,2.0,0.0
level3_audit_004,14,random_14,10.0,21.068302451171355,True,True,False,Optimization terminated successfully,0.12033264072824768,2.0,0.0
level3_audit_005,0,default,10.0,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580174965,1.8833819241982503
level3_audit_005,1,constant_0.0,10.0,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580174965,1.8833819241982503
level3_audit_005,2,constant_2.5,9.999999999999904,19.72612242041635,True,True,False,Optimization terminated successfully,0.11325986896971774,0.11661807580184558,1.8833819241981544
level3_audit_005,3,constant_5.0,9.999999999999995,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580175498,1.883381924198245
level3_audit_005,4,constant_7.5,10.0,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580174965,1.8833819241982503
level3_audit_005,5,constant_10.0,10.0,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580174965,1.8833819241982503
level3_audit_005,6,ramp_up,9.999999999999908,19.72612242041635,True,True,False,Optimization terminated successfully,0.11325986896971507,0.11661807580184202,1.883381924198158
level3_audit_005,7,ramp_down,10.0,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580174965,1.8833819241982503
level3_audit_005,8,alternating,10.0,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580174965,1.8833819241982503
level3_audit_005,9,random_09,9.999999999999979,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580177097,1.883381924198229
level3_audit_005,10,random_10,10.0,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580174965,1.8833819241982503
level3_audit_005,11,random_11,9.999999999999728,19.726122420416473,True,True,False,Optimization terminated successfully,0.11325986896972218,0.11661807580202144,1.8833819241979786
level3_audit_005,12,random_12,10.0,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580174965,1.8833819241982503
level3_audit_005,13,random_13,10.0,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580174965,1.8833819241982503
level3_audit_005,14,random_14,9.999999999999979,19.726122420416313,True,True,False,Optimization terminated successfully,0.11325986896971241,0.11661807580177097,1.883381924198229
level3_audit_006,0,default,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,2.0,0.0
level3_audit_006,1,constant_0.0,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,2.0,0.0
level3_audit_006,2,constant_2.5,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,2.0,0.0
level3_audit_006,3,constant_5.0,9.999999999999993,18.24869408275466,True,True,False,Optimization terminated successfully,0.0995631485714199,1.999999999999993,7.105427357601002e-15
level3_audit_006,4,constant_7.5,9.999999999999995,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,1.999999999999993,7.105427357601002e-15
level3_audit_006,5,constant_10.0,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,2.0,0.0
level3_audit_006,6,ramp_up,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,2.0,0.0
level3_audit_006,7,ramp_down,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,2.0,0.0
level3_audit_006,8,alternating,9.999999999999998,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,1.9999999999999947,5.329070518200751e-15
level3_audit_006,9,random_09,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,1.9999999999999964,3.552713678800501e-15
level3_audit_006,10,random_10,9.999999999999995,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,1.9999999999999947,5.329070518200751e-15
level3_audit_006,11,random_11,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,2.0,0.0
level3_audit_006,12,random_12,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,2.0,0.0
level3_audit_006,13,random_13,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,2.0,0.0
level3_audit_006,14,random_14,10.0,18.24869408275466,True,True,False,Optimization terminated successfully,0.09956314857141901,2.0,0.0
level3_audit_007,0,default,10.0,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,2.0,0.0
level3_audit_007,1,constant_0.0,9.999999999999995,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603918,1.9999999999999876,1.2434497875801753e-14
level3_audit_007,2,constant_2.5,9.999999999999995,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603918,1.9999999999999876,1.2434497875801753e-14
level3_audit_007,3,constant_5.0,9.999999999999998,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,1.999999999999993,7.105427357601002e-15
level3_audit_007,4,constant_7.5,9.999999999999996,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,1.9999999999999964,3.552713678800501e-15
level3_audit_007,5,constant_10.0,10.0,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,2.0,0.0
level3_audit_007,6,ramp_up,10.0,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,2.0,0.0
level3_audit_007,7,ramp_down,9.999999999999998,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,1.9999999999999947,5.329070518200751e-15
level3_audit_007,8,alternating,9.999999999999993,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,1.999999999999993,7.105427357601002e-15
level3_audit_007,9,random_09,10.0,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,2.0,0.0
level3_audit_007,10,random_10,10.0,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,2.0,0.0
level3_audit_007,11,random_11,10.0,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,2.0,0.0
level3_audit_007,12,random_12,9.999999999999995,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603918,1.9999999999999876,1.2434497875801753e-14
level3_audit_007,13,random_13,9.999999999999998,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,1.9999999999999982,1.7763568394002505e-15
level3_audit_007,14,random_14,10.0,16.826955975251405,True,True,False,Optimization terminated successfully,0.06911250388603829,2.0,0.0
level3_audit_008,0,default,10.0,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223252,2.0,0.0
level3_audit_008,1,constant_0.0,9.99999999999999,15.558892935132832,True,True,False,Optimization terminated successfully,0.0595748166622343,1.9999999999999893,1.0658141036401503e-14
level3_audit_008,2,constant_2.5,9.99999999999999,15.558892935132832,True,True,False,Optimization terminated successfully,0.0595748166622343,1.9999999999999893,1.0658141036401503e-14
level3_audit_008,3,constant_5.0,9.99999999999999,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223341,1.9999999999999893,1.0658141036401503e-14
level3_audit_008,4,constant_7.5,9.999999999999996,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223252,1.9999999999999964,3.552713678800501e-15
level3_audit_008,5,constant_10.0,10.0,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223252,2.0,0.0
level3_audit_008,6,ramp_up,10.0,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223252,2.0,0.0
level3_audit_008,7,ramp_down,10.0,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223252,1.999999999999993,7.105427357601002e-15
level3_audit_008,8,alternating,9.999999999999993,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223252,1.999999999999993,7.105427357601002e-15
level3_audit_008,9,random_09,10.0,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223252,2.0,0.0
level3_audit_008,10,random_10,9.999999999999995,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223252,1.9999999999999947,5.329070518200751e-15
level3_audit_008,11,random_11,10.0,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223341,1.9999999999999911,8.881784197001252e-15
level3_audit_008,12,random_12,10.0,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223252,2.0,0.0
level3_audit_008,13,random_13,10.0,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223252,2.0,0.0
level3_audit_008,14,random_14,9.999999999999996,15.558892935132832,True,True,False,Optimization terminated successfully,0.05957481666223341,1.9999999999999964,3.552713678800501e-15
level3_audit_009,0,default,10.0,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.9999999999999982,1.7763568394002505e-15
level3_audit_009,1,constant_0.0,9.999999999999996,14.165449463801407,True,True,False,Optimization terminated successfully,0.036488834710770135,1.999999999999993,7.105427357601002e-15
level3_audit_009,2,constant_2.5,9.999999999999996,14.165449463801407,True,True,False,Optimization terminated successfully,0.036488834710770135,1.999999999999993,7.105427357601002e-15
level3_audit_009,3,constant_5.0,10.0,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.9999999999999982,1.7763568394002505e-15
level3_audit_009,4,constant_7.5,9.99999999999999,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.9999999999999911,8.881784197001252e-15
level3_audit_009,5,constant_10.0,10.0,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.9999999999999982,1.7763568394002505e-15
level3_audit_009,6,ramp_up,10.0,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.9999999999999982,1.7763568394002505e-15
level3_audit_009,7,ramp_down,10.0,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.9999999999999982,1.7763568394002505e-15
level3_audit_009,8,alternating,9.999999999999993,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.999999999999993,7.105427357601002e-15
level3_audit_009,9,random_09,10.0,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.9999999999999982,1.7763568394002505e-15
level3_audit_009,10,random_10,9.999999999999996,14.165449463801407,True,True,False,Optimization terminated successfully,0.036488834710770135,1.999999999999993,7.105427357601002e-15
level3_audit_009,11,random_11,9.999999999999996,14.165449463801407,True,True,False,Optimization terminated successfully,0.036488834710770135,1.999999999999993,7.105427357601002e-15
level3_audit_009,12,random_12,10.0,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.9999999999999982,1.7763568394002505e-15
level3_audit_009,13,random_13,10.0,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.9999999999999982,1.7763568394002505e-15
level3_audit_009,14,random_14,9.999999999999998,14.165449463801407,True,True,False,Optimization terminated successfully,0.03648883471076925,1.9999999999999982,1.7763568394002505e-15
level3_audit_010,0,default,7.790087463556851,13.722205791186246,True,True,False,Optimization terminated successfully,0.0,0.0,2.0
level3_audit_010,1,constant_0.0,7.790087463556827,13.722205791186246,True,True,False,Optimization terminated successfully,2.398081733190338e-14,2.398081733190338e-14,1.999999999999976
level3_audit_010,2,constant_2.5,7.790087463556845,13.722205791186246,True,True,False,Optimization terminated successfully,6.217248937900877e-15,6.217248937900877e-15,1.9999999999999938
level3_audit_010,3,constant_5.0,7.7900874635568425,13.722205791186246,True,True,False,Optimization terminated successfully,8.881784197001252e-15,8.881784197001252e-15,1.9999999999999911
level3_audit_010,4,constant_7.5,7.790087463556853,13.722205791186246,True,True,False,Optimization terminated successfully,-3.552713678800501e-15,-3.552713678800501e-15,2.0000000000000036
level3_audit_010,5,constant_10.0,7.790087463556851,13.722205791186246,True,True,False,Optimization terminated successfully,0.0,0.0,2.0
level3_audit_010,6,ramp_up,7.79008746355677,13.722205791186308,True,True,False,Optimization terminated successfully,-1.0658141036401503e-14,-1.0658141036401503e-14,2.0000000000000107
level3_audit_010,7,ramp_down,7.7900874635568504,13.722205791186246,True,True,False,Optimization terminated successfully,8.881784197001252e-16,8.881784197001252e-16,1.9999999999999991
level3_audit_010,8,alternating,7.790087463556756,13.722205791186308,True,True,False,Optimization terminated successfully,-2.7533531010703882e-14,-2.7533531010703882e-14,2.0000000000000275
level3_audit_010,9,random_09,7.790087463556756,13.722205791186308,True,True,False,Optimization terminated successfully,-2.7533531010703882e-14,-2.7533531010703882e-14,2.0000000000000275
level3_audit_010,10,random_10,7.790087463556756,13.722205791186308,True,True,False,Optimization terminated successfully,-2.7533531010703882e-14,-2.7533531010703882e-14,2.0000000000000275
level3_audit_010,11,random_11,7.7900874635568504,13.722205791186246,True,True,False,Optimization terminated successfully,-6.217248937900877e-15,-6.217248937900877e-15,2.000000000000006
level3_audit_010,12,random_12,7.790087463556854,13.722205791186246,True,True,False,Optimization terminated successfully,-2.6645352591003757e-15,-2.6645352591003757e-15,2.0000000000000027
level3_audit_010,13,random_13,7.790087463556787,13.722205791186246,True,True,False,Optimization terminated successfully,-2.842170943040401e-14,-2.842170943040401e-14,2.0000000000000284
level3_audit_010,14,random_14,7.790087463556774,13.722205791186246,True,True,False,Optimization terminated successfully,-2.220446049250313e-14,-2.220446049250313e-14,2.000000000000022
level3_audit_011,0,default,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,1,constant_0.0,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,2,constant_2.5,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,3,constant_5.0,9.999999999999986,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287542,1.4577259475218796,0.5422740524781204
level3_audit_011,4,constant_7.5,9.999999999999998,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218671,0.5422740524781329
level3_audit_011,5,constant_10.0,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,6,ramp_up,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,7,ramp_down,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,8,alternating,9.99999999999998,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.457725947521885,0.5422740524781151
level3_audit_011,9,random_09,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,10,random_10,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,11,random_11,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,12,random_12,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,13,random_13,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_011,14,random_14,10.0,11.79770257029442,True,True,False,Optimization terminated successfully,0.02369487559287453,1.4577259475218654,0.5422740524781346
level3_audit_012,0,default,10.0,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191532844,2.0,0.0
level3_audit_012,1,constant_0.0,9.999999999999984,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191541726,1.999999999999984,1.5987211554602254e-14
level3_audit_012,2,constant_2.5,9.999999999999984,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191541726,1.999999999999984,1.5987211554602254e-14
level3_audit_012,3,constant_5.0,9.999999999999998,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191541726,1.999999999999993,7.105427357601002e-15
level3_audit_012,4,constant_7.5,10.0,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191532844,2.0,0.0
level3_audit_012,5,constant_10.0,10.0,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191532844,2.0,0.0
level3_audit_012,6,ramp_up,10.0,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191532844,2.0,0.0
level3_audit_012,7,ramp_down,10.0,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191532844,2.0,0.0
level3_audit_012,8,alternating,10.0,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191532844,2.0,0.0
level3_audit_012,9,random_09,10.0,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191532844,1.999999999999993,7.105427357601002e-15
level3_audit_012,10,random_10,10.0,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191532844,1.9999999999999964,3.552713678800501e-15
level3_audit_012,11,random_11,10.0,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191532844,1.9999999999999964,3.552713678800501e-15
level3_audit_012,12,random_12,10.0,10.758292489646653,True,True,False,Optimization terminated successfully,0.0015337667191532844,2.0,0.0
