trajectory_id,split,teacher_accepted,completed_step_count,rejection_reason
phase6r_ic_0072,train,True,8,
phase6r_ic_0073,train,True,8,
phase6r_ic_0074,validation,True,8,
phase6r_ic_0075,train,True,8,
phase6r_ic_0076,test,True,8,
phase6r_ic_0077,validation,True,8,
phase6r_ic_0078,test,True,8,
phase6r_ic_0079,train,True,8,
phase6r_ic_0080,test,True,8,
phase6r_ic_0081,train,True,8,
phase6r_ic_0082,train,True,8,
phase6r_ic_0083,train,True,8,
phase6r_ic_0084,train,True,8,
phase6r_ic_0085,train,True,8,
phase6r_ic_0086,train,True,8,
phase6r_ic_0087,train,True,8,
phase6r_ic_0088,train,True,8,
phase6r_ic_0089,train,True,8,
phase6r_ic_0090,train,True,8,
phase6r_ic_0091,train,True,8,
phase6r_ic_0092,test,True,8,
phase6r_ic_0093,train,True,8,
phase6r_ic_0094,test,True,8,
phase6r_ic_0095,validation,True,8,
phase6r_ic_0096,train,True,8,
phase6r_ic_0097,validation,True,8,
phase6r_ic_0098,test,True,8,
phase6r_ic_0099,train,True,8,
phase6r_ic_0100,validation,True,8,
phase6r_ic_0101,train,True,8,
phase6r_ic_0102,train,True,8,
phase6r_ic_0103,train,True,8,
phase6r_ic_0104,train,True,8,
phase6r_ic_0105,train,True,8,
phase6r_ic_0106,train,True,8,
phase6r_ic_0107,train,True,8,
phase6r_ic_0108,train,True,8,
phase6r_ic_0109,test,True,8,
phase6r_ic_0110,train,True,8,
phase6r_ic_0111,train,True,8,
phase6r_ic_0112,train,True,8,
phase6r_ic_0113,train,True,8,
phase6r_ic_0114,test,True,8,
phase6r_ic_0115,train,True,8,
phase6r_ic_0116,train,True,8,
phase6r_ic_0117,train,True,8,
phase6r_ic_0118,test,True,8,
phase6r_ic_0119,train,True,8,
phase6r_ic_0120,train,True,8,
phase6r_ic_0121,train,True,8,
phase6r_ic_0122,train,True,8,
phase6r_ic_0123,test,True,8,
phase6r_ic_0124,validation,True,8,
phase6r_ic_0125,test,True,8,
phase6r_ic_0126,train,True,8,
phase6r_ic_0127,validation,True,8,
phase6r_ic_0128,train,True,8,
phase6r_ic_0129,train,True,8,
phase6r_ic_0130,train,True,8,
phase6r_ic_0131,validation,True,8,
phase6r_ic_0132,train,True,8,
phase6r_ic_0133,train,True,8,
phase6r_ic_0134,train,True,8,
phase6r_ic_0135,train,True,8,
phase6r_ic_0136,train,True,8,
phase6r_ic_0137,train,True,8,
phase6r_ic_0138,validation,True,8,
phase6r_ic_0139,train,True,8,
phase6r_ic_0140,train,True,8,
phase6r_ic_0141,train,True,8,
phase6r_ic_0142,validation,True,8,
phase6r_ic_0143,train,True,8,
phase6r_ic_0144,train,True,8,
phase6r_ic_0145,test,True,8,
phase6r_ic_0146,train,True,8,
phase6r_ic_0147,train,True,8,
phase6r_ic_0148,train,True,8,
phase6r_ic_0149,validation,True,8,
phase6r_ic_0150,train,True,8,
phase6r_ic_0151,test,True,8,
phase6r_ic_0152,train,True,8,
phase6r_ic_0153,train,True,8,
phase6r_ic_0154,train,True,8,
phase6r_ic_0155,test,True,8,
phase6r_ic_0156,test,True,8,
phase6r_ic_0157,train,True,8,
phase6r_ic_0158,train,True,8,
phase6r_ic_0159,train,True,8,
phase6r_ic_0160,validation,True,8,
phase6r_ic_0161,train,True,8,
phase6r_ic_0162,train,True,8,
phase6r_ic_0163,train,True,8,
phase6r_ic_0164,test,True,8,
phase6r_ic_0165,validation,True,8,
phase6r_ic_0166,validation,True,8,
phase6r_ic_0167,train,True,8,
phase6r_ic_0168,train,True,8,
phase6r_ic_0169,test,True,8,
phase6r_ic_0170,test,True,8,
phase6r_ic_0171,train,True,8,
phase6r_ic_0172,train,True,8,
phase6r_ic_0173,train,True,8,
phase6r_ic_0174,train,True,8,
phase6r_ic_0175,train,True,8,
phase6r_ic_0176,train,True,8,
phase6r_ic_0177,test,True,8,
phase6r_ic_0178,train,True,8,
phase6r_ic_0179,train,True,8,
phase6r_ic_0180,train,True,8,
phase6r_ic_0181,train,True,8,
phase6r_ic_0182,train,True,8,
phase6r_ic_0183,train,True,8,
phase6r_ic_0184,train,True,8,
phase6r_ic_0185,train,True,8,
phase6r_ic_0186,train,True,8,
phase6r_ic_0187,train,True,8,
phase6r_ic_0188,train,True,8,
phase6r_ic_0189,train,True,8,
phase6r_ic_0190,train,True,8,
phase6r_ic_0191,train,True,8,
phase6r_ic_0192,train,True,8,
phase6r_ic_0193,train,True,8,
phase6r_ic_0194,test,True,8,
phase6r_ic_0195,test,True,8,
phase6r_ic_0196,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0197,train,True,8,
phase6r_ic_0198,train,True,8,
phase6r_ic_0199,train,True,8,
phase6r_ic_0200,train,True,8,
phase6r_ic_0201,validation,True,8,
phase6r_ic_0202,validation,True,8,
phase6r_ic_0203,validation,True,8,
phase6r_ic_0204,train,True,8,
phase6r_ic_0205,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0206,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0207,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0208,train,True,8,
phase6r_ic_0209,train,True,8,
phase6r_ic_0210,validation,True,8,
phase6r_ic_0211,train,True,8,
phase6r_ic_0212,train,True,8,
phase6r_ic_0213,train,True,8,
phase6r_ic_0214,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0215,validation,True,8,
phase6r_ic_0216,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0217,test,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0218,validation,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0219,train,True,8,
phase6r_ic_0220,test,True,8,
phase6r_ic_0221,train,True,8,
phase6r_ic_0222,test,True,8,
phase6r_ic_0223,train,True,8,
phase6r_ic_0224,train,True,8,
phase6r_ic_0225,train,True,8,
phase6r_ic_0226,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0227,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0228,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0229,test,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0230,test,True,8,
phase6r_ic_0231,validation,True,8,
phase6r_ic_0232,train,True,8,
phase6r_ic_0233,train,True,8,
phase6r_ic_0234,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0235,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0236,validation,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0237,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0238,train,False,0,fallback_after_8: Positive directional derivative for linesearch
phase6r_ic_0239,train,False,0,fallback_after_8: Positive directional derivative for linesearch
