trajectory_id,source_role,risk_stratum,initialization_mode,step_index,soc,previous_current_a,candidate_current_a,current_a,measured_initial_voltage_v,predicted_initial_voltage_v,initial_residual_v,residual_before_v,residual_after_v,positive_residual_growth_v,terminal_voltage_v,voltage_safe_current_max_a,thermal_safe_current_max_a,empty_interval,selected_teacher_branch
phase7cr2f_development_30c_008,development,high_risk,zero,2,0.64897784029242,5.552343505961058,6.366093002221615,5.518594754233753,4.031317872274941,4.135415172003297,-0.10409729972835624,-0.06774918668771246,-0.06071080502746007,0.007038381660252391,4.047900060213022,10.0,5.518594754233753,False,default
phase7cr2f_development_30c_009,development,high_risk,measured,0,0.605224609375,8.852144939608497,7.2514287973612825,6.852144939608497,4.005802823376602,4.15420215854786,-0.14839933517125825,-0.14839933517125825,-0.1167002286628156,0.031699106508442654,4.000973163911677,10.0,6.852144939608497,False,default
phase7cr2f_development_30c_009,development,high_risk,measured,1,0.6071279829693357,6.852144939608497,7.189930471844119,5.540154675948823,4.005802823376602,4.15420215854786,-0.14839933517125825,-0.1167002286628156,-0.09726033531881573,0.01943989334399987,3.9937400457306804,10.0,5.540154675948823,False,default
phase7cr2f_development_30c_009,development,high_risk,measured,2,0.6086669148237659,5.540154675948823,7.145886419781958,5.506006502871809,4.005802823376602,4.15420215854786,-0.14839933517125825,-0.09726033531881573,-0.08822215563111424,0.009038179687701486,4.003473692195547,10.0,5.506006502871809,False,default
phase7cr2f_development_30c_009,development,high_risk,zero,0,0.605224609375,8.852144939608497,7.2514287973612825,6.852144939608497,4.005802823376602,4.15420215854786,-0.14839933517125825,0.0,-0.11670022866293994,0.0,4.000973163911553,9.32462897260848,6.852144939608497,False,default
phase7cr2f_development_30c_009,development,high_risk,zero,1,0.6071279829693357,6.852144939608497,7.189930471844119,5.540154675948823,4.005802823376602,4.15420215854786,-0.14839933517125825,-0.11670022866293994,-0.09726033531873401,0.019439893344205927,3.993740045730762,10.0,5.540154675948823,False,default
phase7cr2f_development_30c_009,development,high_risk,zero,2,0.6086669148237659,5.540154675948823,7.145886419781958,5.506006502871809,4.005802823376602,4.15420215854786,-0.14839933517125825,-0.09726033531873401,-0.08822215563113645,0.00903817968759757,4.0034736921955245,10.0,5.506006502871809,False,default
phase7cr2f_development_30c_010,development,high_risk,measured,0,0.680224609375,6.008329862557268,5.644011143526941,5.586865864808933,4.0501411345417715,4.161142993791532,-0.11100185924976014,-0.11100185924976014,-0.09011350432757137,0.020888354922188768,4.0639537053096255,10.0,5.586865864808933,False,default
phase7cr2f_development_30c_010,development,high_risk,measured,1,0.6817765165596691,5.586865864808933,5.596547519044403,5.554008128815816,4.0501411345417715,4.161142993791532,-0.11100185924976014,-0.09011350432757137,-0.07737321322029356,0.012740291107277812,4.077998101365218,10.0,5.554008128815816,False,default
phase7cr2f_development_30c_010,development,high_risk,measured,2,0.6833192965954513,5.554008128815816,5.549919224801425,5.518888995478841,4.0501411345417715,4.161142993791532,-0.11100185924976014,-0.07737321322029356,-0.06738071827642678,0.009992494943866781,4.089289897182112,9.561397018405842,5.518888995478841,False,default
phase7cr2f_development_30c_010,development,high_risk,zero,0,0.680224609375,6.008329862557268,5.644011143526941,5.587102604917753,4.0501411345417715,4.161142993791532,-0.11100185924976014,0.0,-0.09011475718649375,0.0,4.063958239073191,6.570419830532046,5.587102604917753,False,default
phase7cr2f_development_30c_010,development,high_risk,zero,1,0.6817765823208104,5.587102604917753,5.596544614370774,5.554181435753389,4.0501411345417715,4.161142993791532,-0.11100185924976014,-0.09011475718649375,-0.07737409762211644,0.01274065956437731,4.078002046748371,10.0,5.554181435753389,False,default
phase7cr2f_development_30c_010,development,high_risk,zero,2,0.6833194104974086,5.554181435753389,5.549914250180969,5.519015611936528,4.0501411345417715,4.161142993791532,-0.11100185924976014,-0.07737409762211644,-0.06738133143746339,0.009992766184653057,4.089293300994665,9.561395476266625,5.519015611936528,False,default
phase7cr2f_development_30c_011,development,high_risk,measured,0,0.617724609375,6.579758433985839,7.031390732670736,5.587002119884944,3.986284853647498,4.098590090454389,-0.11230523680689064,-0.11230523680689064,-0.09343326104465977,0.018871975762230875,3.989790591419945,10.0,5.587002119884944,False,default
phase7cr2f_development_30c_011,development,high_risk,measured,1,0.6192765544083013,5.587002119884944,6.983223071689727,5.554107875115968,3.986284853647498,4.098590090454389,-0.11230523680689064,-0.09343326104465977,-0.08442321888263926,0.009010042162020504,4.002958904982242,10.0,5.554107875115968,False,default
phase7cr2f_development_30c_011,development,high_risk,measured,2,0.6208193621513891,5.554107875115968,6.935864963734575,5.519884001519065,3.986284853647498,4.098590090454389,-0.11230523680689064,-0.08442321888263926,-0.07708317461722913,0.007340044265410128,4.013694174027268,10.0,5.519884001519065,False,default
phase7cr2f_development_30c_011,development,high_risk,zero,0,0.617724609375,6.579758433985839,7.031390732670736,5.587002119884944,3.986284853647498,4.098590090454389,-0.11230523680689064,0.0,-0.09343326104464023,0.0,3.9897905914199647,9.468872697470943,5.587002119884944,False,default
phase7cr2f_development_30c_011,development,high_risk,zero,1,0.6192765544083013,5.587002119884944,6.983223071689727,5.554107875115968,3.986284853647498,4.098590090454389,-0.11230523680689064,-0.09343326104464023,-0.08442321888282223,0.009010042161818,4.002958904982059,10.0,5.554107875115968,False,default
phase7cr2f_development_30c_011,development,high_risk,zero,2,0.6208193621513891,5.554107875115968,6.935864963734575,5.519884001519065,3.986284853647498,4.098590090454389,-0.11230523680689064,-0.08442321888282223,-0.07708317461716518,0.007340044265657042,4.013694174027332,10.0,5.519884001519065,False,default
phase7cr2f_development_30c_012,development,high_risk,measured,0,0.667724609375,7.15118700541441,5.704320935846596,5.587116919870628,4.051259610088676,4.183449800297933,-0.13219019020925682,-0.13219019020925682,-0.10377215432855191,0.028418035880704906,4.049308203954385,10.0,5.587116919870628,False,default
phase7cr2f_development_30c_012,development,high_risk,measured,1,0.6692765862971863,5.587116919870628,5.6619592036127,5.554191915095721,4.051259610088676,4.183449800297933,-0.13219019020925682,-0.10377215432855191,-0.09140429292220542,0.012367861406346492,4.063665888215749,10.0,5.554191915095721,False,default
phase7cr2f_development_30c_012,development,high_risk,measured,2,0.6708194173847128,5.554191915095721,5.622014353267393,5.519023268047839,4.051259610088676,4.183449800297933,-0.13219019020925682,-0.09140429292220542,-0.0815816535365661,0.00982263938563932,4.075176225546328,10.0,5.519023268047839,False,default
phase7cr2f_development_30c_012,development,high_risk,zero,0,0.667724609375,7.15118700541441,5.704320935846596,5.58694599493057,4.051259610088676,4.183449800297933,-0.13219019020925682,0.0,-0.10377127272593256,0.0,4.049304907650239,6.611044574674452,5.58694599493057,False,default
phase7cr2f_development_30c_012,development,high_risk,zero,1,0.6692765388180363,5.58694599493057,5.661961300769532,5.554066788525223,4.051259610088676,4.183449800297933,-0.13219019020925682,-0.10377127272593256,-0.09140368043343283,0.01236759229249973,4.063663013628707,10.0,5.554066788525223,False,default
phase7cr2f_development_30c_012,development,high_risk,zero,2,0.6708193351481821,5.554066788525223,5.62201794491416,5.519853979017577,4.051259610088676,4.183449800297933,-0.13219019020925682,-0.09140368043343283,-0.08158589657962789,0.00981778385380494,4.075191621767553,10.0,5.519853979017577,False,default
phase7cr2f_development_30c_013,development,high_risk,measured,0,0.642724609375,7.722615576842982,6.208767654584846,5.722615576842982,4.027814173200273,4.187812212465464,-0.15999803926519096,-0.15999803926519096,-0.12555852016614288,0.03443951909904808,4.020190224730738,10.0,5.722615576842982,False,default
phase7cr2f_development_30c_013,development,high_risk,measured,1,0.6443142248130119,5.722615576842982,6.1660840599199505,5.5525153500494575,4.027814173200273,4.187812212465464,-0.15999803926519096,-0.12555852016614288,-0.11028304065973416,0.015275479506408729,4.032274357551136,10.0,5.5525153500494575,False,default
phase7cr2f_development_30c_013,development,high_risk,measured,2,0.6458565901880257,5.5525153500494575,6.125698984549713,5.517798385015382,4.027814173200273,4.187812212465464,-0.15999803926519096,-0.11028304065973416,-0.09865041281838938,0.011632627841344778,4.043856172610807,10.0,5.517798385015382,False,default
phase7cr2f_development_30c_013,development,high_risk,zero,0,0.642724609375,7.722615576842982,6.208767654584846,5.722615576842982,4.027814173200273,4.187812212465464,-0.15999803926519096,0.0,-0.1255585201661953,0.0,4.020190224730686,7.046491423170664,5.722615576842982,False,default
phase7cr2f_development_30c_013,development,high_risk,zero,1,0.6443142248130119,5.722615576842982,6.1660840599199505,5.5525153500494575,4.027814173200273,4.187812212465464,-0.15999803926519096,-0.1255585201661953,-0.11028304065983452,0.015275479506360767,4.032274357551036,10.0,5.5525153500494575,False,default
phase7cr2f_development_30c_013,development,high_risk,zero,2,0.6458565901880257,5.5525153500494575,6.125698984549713,5.517798385015382,4.027814173200273,4.187812212465464,-0.15999803926519096,-0.11028304065983452,-0.09865041281821885,0.011632627841615673,4.043856172610978,10.0,5.517798385015382,False,default
phase7cr2f_development_30c_014,development,high_risk,measured,0,0.611474609375,8.865472719700126,7.268006267724934,6.865472719700126,4.011346422255433,4.137905805663972,-0.126559383408539,-0.126559383408539,-0.09722318918000461,0.029336194228534396,4.006903130358978,10.0,6.865472719700126,False,default
phase7cr2f_development_30c_014,development,high_risk,measured,1,0.6133816851304722,6.865472719700126,7.200672996899443,5.539838238787224,4.011346422255433,4.137905805663972,-0.126559383408539,-0.09722318918000461,-0.07966606052207537,0.017557128657929244,3.9996165520398335,10.0,5.539838238787224,False,default
phase7cr2f_development_30c_014,development,high_risk,measured,2,0.614920529085691,5.539838238787224,7.1511919192204125,5.505775432669088,4.011346422255433,4.137905805663972,-0.126559383408539,-0.07966606052207537,-0.0721273165041012,0.007538744017974164,4.009539177000526,10.0,5.505775432669088,False,default
phase7cr2f_development_30c_014,development,high_risk,zero,0,0.611474609375,8.865472719700126,7.268006267724934,6.865472719700126,4.011346422255433,4.137905805663972,-0.126559383408539,0.0,-0.09722318918007211,0.0,4.006903130358911,9.892189476668136,6.865472719700126,False,default
phase7cr2f_development_30c_014,development,high_risk,zero,1,0.6133816851304722,6.865472719700126,7.200672996899443,5.539838238787224,4.011346422255433,4.137905805663972,-0.126559383408539,-0.09722318918007211,-0.07966606052195635,0.01755712865811576,3.9996165520399525,10.0,5.539838238787224,False,default
phase7cr2f_development_30c_014,development,high_risk,zero,2,0.614920529085691,5.539838238787224,7.1511919192204125,5.505775432669088,4.011346422255433,4.137905805663972,-0.126559383408539,-0.07966606052195635,-0.07212731650424153,0.007538744017714816,4.009539177000386,10.0,5.505775432669088,False,default
phase7cr2f_development_30c_015,development,high_risk,measured,0,0.636474609375,6.089962515618493,6.4472214833575086,5.586537835797584,3.9977369156213793,4.116839468600141,-0.11910255297876127,-0.11910255297876127,-0.10212742919788909,0.01697512378087218,4.009993632323177,10.0,5.586537835797584,False,default
phase7cr2f_development_30c_015,development,high_risk,measured,1,0.6380264254404994,5.586537835797584,6.403152865782344,5.553767993320081,3.9977369156213793,4.116839468600141,-0.11910255297876127,-0.10212742919788909,-0.09226447859654918,0.009862950601339904,4.0240939236115345,10.0,5.553767993320081,False,default
phase7cr2f_development_30c_015,development,high_risk,measured,2,0.6395691387719771,5.553767993320081,6.3597667906137465,5.519635645509522,3.9977369156213793,4.116839468600141,-0.11910255297876127,-0.09226447859654918,-0.08414666783538038,0.008117810761168798,4.03559154459512,10.0,5.519635645509522,False,default
phase7cr2f_development_30c_015,development,high_risk,zero,0,0.636474609375,6.089962515618493,6.4472214833575086,5.586537835797584,3.9977369156213793,4.116839468600141,-0.11910255297876127,0.0,-0.10212742919795126,0.0,4.0099936323231145,8.28617673512781,5.586537835797584,False,default
phase7cr2f_development_30c_015,development,high_risk,zero,1,0.6380264254404994,5.586537835797584,6.403152865782344,5.553767993320081,3.9977369156213793,4.116839468600141,-0.11910255297876127,-0.10212742919795126,-0.0922644785962543,0.009862950601696951,4.024093923611829,10.0,5.553767993320081,False,default
phase7cr2f_development_30c_015,development,high_risk,zero,2,0.6395691387719771,5.553767993320081,6.3597667906137465,5.519635645509522,3.9977369156213793,4.116839468600141,-0.11910255297876127,-0.0922644785962543,-0.08414666783546476,0.008117810760789546,4.035591544595036,10.0,5.519635645509522,False,default
phase7cr2f_development_30c_016,development,high_risk,measured,0,0.6864746093749999,6.661391087047064,5.165567421753917,5.165567421753917,4.066940336966605,4.201699178443685,-0.13475884147708062,-0.13475884147708062,-0.10908263630439219,0.025676205172688427,4.062602373591288,10.0,5.587295068298365,False,default
phase7cr2f_development_30c_016,development,high_risk,measured,1,0.687909489214376,5.165567421753917,5.134320014450075,5.134320014450075,4.066940336966605,4.201699178443685,-0.13475884147708062,-0.10908263630439219,-0.09729134950175222,0.011791286802639966,4.075444593740194,9.816853342490504,5.557863207742235,False,default
phase7cr2f_development_30c_016,development,high_risk,measured,2,0.68933568921839,5.134320014450075,5.103461132567092,5.103461132567092,4.066940336966605,4.201699178443685,-0.13475884147708062,-0.09729134950175222,-0.08783043754568176,0.009460911956070461,4.08581766971985,9.266275689151371,5.528401300259897,False,default
